"ID","time","mortality_signal","event_id"
"AL-2020-02","2020-02-05T14:02:40Z",0,13847383718
"AL-2020-02","2020-02-05T20:01:04Z",0,13847383719
"AL-2020-02","2020-02-06T02:59:12Z",0,13847383720
"AL-2020-02","2020-02-07T03:01:20Z",0,13858477666
"AL-2020-02","2020-02-07T20:01:04Z",0,13858477667
"AL-2020-02","2020-02-08T14:00:32Z",0,13858477668
"AL-2020-02","2020-02-10T02:59:12Z",0,13877262902
"AL-2020-02","2020-02-10T19:58:56Z",0,13877262903
"AL-2020-02","2020-02-11T13:58:24Z",0,13877262904
"AL-2020-02","2020-02-13T03:01:20Z",0,14074649604
"AL-2020-02","2020-02-13T20:01:04Z",0,14074649605
"AL-2020-02","2020-02-14T14:00:32Z",0,14074649606
"AL-2020-02","2020-02-16T02:59:12Z",0,14074647290
"AL-2020-02","2020-02-16T19:58:56Z",0,14074647291
"AL-2020-02","2020-02-17T13:58:24Z",0,14074647292
"AL-2020-02","2020-02-19T03:01:20Z",0,14074647293
"AL-2020-02","2020-02-19T20:01:04Z",0,14074647294
"AL-2020-02","2020-02-20T14:00:32Z",0,14074647295
"AL-2020-02","2020-02-22T02:59:12Z",0,14074647296
"AL-2020-02","2020-02-22T19:58:56Z",0,14074647297
"AL-2020-02","2020-02-23T14:02:40Z",0,14074647298
"AL-2020-02","2020-02-25T03:01:20Z",0,14074647299
"AL-2020-02","2020-02-25T20:01:04Z",0,14074647300
"AL-2020-02","2020-02-26T14:00:32Z",0,14074647301
"AL-2020-02","2020-02-28T02:59:12Z",0,14074640318
"AL-2020-02","2020-02-28T20:03:12Z",0,14074640319
"AL-2020-02","2020-03-01T14:00:32Z",0,14074640320
"AL-2020-02","2020-03-02T20:01:04Z",0,14073506386
"AL-2020-02","2020-03-03T14:00:32Z",0,14073506387
"AL-2020-02","2020-03-06T20:01:04Z",0,14073506388
"AL-2021-10","2021-02-10T16:59:44Z",0,17869104801
"AL-2021-10","2021-02-15T17:01:52Z",0,17869104815
"AL-2021-10","2021-02-17T05:00:48Z",0,18009745595
"AL-2021-10","2021-02-18T16:59:44Z",0,18009745600
"AL-2021-10","2021-02-20T04:58:40Z",0,17901259860
"AL-2021-10","2021-02-21T17:01:52Z",0,17901259888
"AL-2021-10","2021-02-23T05:00:48Z",0,18009745670
"AL-2021-10","2021-02-24T16:59:44Z",0,18009745718
"AL-2021-10","2021-02-26T04:58:40Z",0,18009745753
"AL-2021-10","2021-02-27T17:01:52Z",0,18009745803
"AL-2021-10","2021-03-01T05:00:48Z",0,18052008930
"AL-2021-10","2021-03-02T16:59:44Z",0,18052008957
"AL-2021-10","2021-03-04T04:58:40Z",0,18089366213
"AL-2021-10","2021-03-05T17:01:52Z",0,18089366235
"AL-2021-10","2021-03-07T05:00:48Z",0,18124433739
"AL-2021-10","2021-03-08T16:59:44Z",0,18124433749
"AL-2021-10","2021-03-10T04:58:40Z",0,18145087143
"AL-2021-10","2021-03-11T17:01:52Z",0,18145087148
"AL-2021-10","2021-03-13T05:00:48Z",0,18145087161
"AL-2021-10","2021-03-14T16:00:00Z",0,18145087173
"AL-2021-10","2021-03-17T16:02:08Z",0,18196702230
"AL-2021-10","2021-03-19T04:01:04Z",0,18196702257
"AL-2021-10","2021-03-20T16:00:00Z",0,18279740980
"AL-2021-10","2021-03-22T03:58:56Z",0,18279740984
"AL-2021-10","2021-03-23T16:02:08Z",0,18256194246
"AL-2021-10","2021-03-25T04:01:04Z",0,18256194265
"AL-2021-10","2021-03-26T16:00:00Z",0,18279741018
"AL-2021-10","2021-03-28T03:58:56Z",0,18279741042
"AL-2021-10","2021-03-29T16:02:08Z",0,18296035936
"AL-2021-10","2021-03-31T04:01:04Z",0,18296035960
"AL-2021-10","2021-04-01T16:00:00Z",0,18338059488
"AL-2021-10","2021-04-03T03:58:56Z",0,18338059509
"AL-2021-10","2021-04-04T16:02:08Z",0,18395863416
"AL-2021-10","2021-04-06T04:01:04Z",0,18395863453
"AL-2021-10","2021-04-07T16:00:00Z",0,18395863490
"AL-2021-10","2021-04-09T03:58:56Z",0,18395863518
"AL-2021-10","2021-04-10T16:02:08Z",0,18413433770
"AL-2021-10","2021-04-12T04:01:04Z",0,18483496111
"AL-2021-10","2021-04-13T16:00:00Z",0,18483496128
"AL-2021-10","2021-04-15T03:58:56Z",0,18483496155
"AL-2021-10","2021-04-18T04:01:04Z",0,18534034635
"AL-2021-10","2021-04-19T16:00:00Z",0,18534034660
"AL-2021-10","2021-04-21T03:58:56Z",0,18586315552
"AL-2021-10","2021-04-24T04:01:04Z",0,18586315595
"AL-2021-10","2021-04-28T16:02:08Z",0,18628342643
"AL-2021-10","2021-04-30T04:01:04Z",0,18652625300
"AL-2021-10","2021-05-01T16:00:00Z",0,18690983729
"AL-2021-10","2021-05-03T03:58:56Z",0,18690983741
"AL-2021-10","2021-05-04T16:02:08Z",0,18690983759
"AL-2021-10","2021-05-06T04:01:04Z",0,18690983779
"AL-2021-10","2021-05-07T16:00:00Z",0,18724615652
"AL-2021-10","2021-05-09T03:58:56Z",0,18724615671
"AL-2021-10","2021-05-10T16:02:08Z",0,18750320583
"AL-2021-10","2021-05-12T04:01:04Z",0,18750320606
"AL-2021-10","2021-05-13T16:00:00Z",0,18784646941
"AL-2021-10","2021-05-15T03:58:56Z",0,18784646968
"AL-2021-10","2021-05-16T16:02:08Z",0,18799202742
"AL-2021-10","2021-05-18T04:01:04Z",0,18799202750
"AL-2021-10","2021-05-19T16:00:00Z",0,18814703834
"AL-2021-10","2021-05-21T03:58:56Z",0,18814703843
"AL-2021-10","2021-05-22T16:02:08Z",0,18843090310
"AL-2021-10","2021-05-24T04:01:04Z",0,18843090317
"AL-2021-10","2021-05-27T03:58:56Z",0,18973260552
"AL-2021-10","2021-05-30T04:01:04Z",0,18973260564
"AL-2021-10","2021-05-31T16:00:00Z",0,18973260570
"AL-2021-10","2021-06-02T03:58:56Z",0,18973260581
"AL-2021-10","2021-06-03T16:02:08Z",0,18973260592
"AL-2021-10","2021-06-05T04:01:04Z",0,18973260603
"AL-2021-10","2021-06-06T16:00:00Z",0,18973260610
"AL-2021-10","2021-06-08T03:58:56Z",0,18973260614
"AL-2021-10","2021-06-09T16:02:08Z",0,19033909990
"AL-2021-10","2021-06-11T04:01:04Z",0,19033909999
"AL-2021-10","2021-06-12T16:00:00Z",0,19033910007
"AL-2021-10","2021-06-14T03:58:56Z",0,19033910012
"AL-2021-10","2021-06-15T16:02:08Z",0,19107828745
"AL-2021-10","2021-06-20T16:00:00Z",0,19107828750
"AL-2021-10","2021-06-25T16:02:08Z",0,19236336566
"AL-2021-10","2021-06-30T16:00:00Z",0,19236336583
"AL-2021-10","2021-07-05T16:02:08Z",0,19326637024
"AL-2021-10","2021-07-10T16:00:00Z",0,19326637033
"AL-2021-10","2021-07-15T16:02:08Z",0,19531794041
"AL-2021-10","2021-07-20T16:00:00Z",0,19531794048
"AL-2021-10","2021-07-25T16:02:08Z",0,19531794058
"AL-2021-10","2021-07-30T16:00:00Z",0,19531794075
"AL-2021-10","2021-08-04T16:02:08Z",0,19663506463
"AL-2021-10","2021-08-09T16:00:00Z",0,19663506472
"AL-2021-10","2021-08-14T16:02:08Z",0,19738660836
"AL-2021-10","2021-08-19T16:00:00Z",0,19738660841
"AL-2021-10","2021-08-24T16:02:08Z",0,19794563582
"AL-2021-10","2021-08-29T16:00:00Z",0,19794563593
"AL-2021-10","2021-09-03T16:02:08Z",0,19895600293
"AL-2021-10","2021-09-08T16:00:00Z",0,19895600295
"AL-2022-14","2022-02-13T16:59:44Z",0,21313725522
"AL-2022-14","2022-02-15T15:00:16Z",0,21313725536
"AL-2022-14","2022-02-17T18:59:12Z",0,21313725544
"AL-2022-14","2022-02-19T15:00:16Z",0,21335177769
"AL-2022-14","2022-02-21T18:59:12Z",0,21335177785
"AL-2022-14","2022-02-23T15:00:16Z",0,21335177798
"AL-2022-21","2022-02-13T16:59:44Z",0,21335177735
"AL-2022-21","2022-02-15T15:00:16Z",0,21335177747
"AL-2022-21","2022-02-19T15:00:16Z",0,21335177779
"AL-2022-21","2022-02-21T18:59:12Z",0,21517098609
"AL-2022-21","2022-02-23T15:00:16Z",0,21517098610
"AL-2022-21","2022-02-25T18:59:12Z",0,21517098612
"AL-2022-21","2022-03-01T18:59:12Z",0,21517098623
"AL-2022-21","2022-03-05T18:59:12Z",0,21517098651
"AL-2022-21","2022-03-09T18:59:12Z",0,21517098685
"AL-2022-21","2022-03-13T18:59:12Z",0,21566633699
"AL-2022-21","2022-03-15T15:00:16Z",0,21566633703
"AL-2022-21","2022-03-19T15:00:16Z",0,21566633710
"AL-2022-21","2022-03-21T18:59:12Z",0,21681782383
"AL-2022-21","2022-03-23T15:00:16Z",0,21681782384
"AL-2022-21","2022-03-25T18:59:12Z",0,21632060600
"AL-2022-21","2022-03-27T15:00:16Z",0,21632060608
"AL-2022-21","2022-03-29T18:59:12Z",0,21632060616
"AL-2022-21","2022-03-31T15:00:16Z",0,21632060624
"AL-2022-21","2022-04-02T18:59:12Z",0,21787139363
"AL-2022-21","2022-04-04T15:00:16Z",0,21787139367
"AL-2022-21","2022-04-06T18:59:12Z",0,21787139372
"AL-2022-21","2022-04-08T15:00:16Z",0,21787139381
"AL-2022-21","2022-04-10T18:59:12Z",0,21787139394
"AL-2022-21","2022-04-12T15:00:16Z",0,21787139416
"AL-2022-21","2022-04-14T18:59:12Z",0,21859718340
"AL-2022-21","2022-04-16T15:00:16Z",0,21859718350
"AL-2022-21","2022-04-18T18:59:12Z",0,21859718366
"AL-2022-21","2022-04-20T15:00:16Z",0,21954780644
"AL-2022-21","2022-04-22T18:59:12Z",0,21954780645
"AL-2022-21","2022-04-24T15:00:16Z",0,21954780646
"AL-2022-21","2022-04-26T18:59:12Z",0,21954780650
"AL-2022-21","2022-04-28T15:00:16Z",0,21954780652
"AL-2022-21","2022-04-30T18:59:12Z",0,21954780659
"AL-2022-21","2022-05-02T15:00:16Z",0,22034920056
"AL-2022-21","2022-05-04T18:59:12Z",0,22034920072
"AL-2022-21","2022-05-06T15:00:16Z",0,22034920090
"AL-2022-21","2022-05-08T18:59:12Z",0,22367978834
"AL-2022-21","2022-05-10T15:00:16Z",0,22367978841
"AL-2022-21","2022-05-14T15:00:16Z",0,22367978863
"AL-2022-21","2022-05-16T18:59:12Z",0,22542227903
"AL-2022-21","2022-05-18T15:00:16Z",0,22542227908
"AL-2022-21","2022-05-20T18:59:12Z",0,22542227921
"FL-2021-04","2021-01-31T16:59:44Z",0,17833286361
"FL-2021-04","2021-02-05T17:01:52Z",0,17833286363
"FL-2021-04","2021-02-10T16:59:44Z",0,17833286377
"FL-2021-04","2021-02-15T17:01:52Z",0,17833286406
"FL-2021-04","2021-02-17T05:00:48Z",0,17869104825
"FL-2021-04","2021-02-18T16:59:44Z",0,17869104836
"FL-2021-04","2021-02-20T04:58:40Z",0,17901259857
"FL-2021-04","2021-02-21T17:01:52Z",0,17901259884
"FL-2021-04","2021-02-23T05:00:48Z",0,18009745660
"FL-2021-04","2021-02-24T16:59:44Z",0,18009745707
"FL-2021-04","2021-02-26T05:02:56Z",0,18009745768
"FL-2021-04","2021-02-27T17:01:52Z",0,18009745793
"FL-2021-04","2021-03-01T05:00:48Z",0,18052008922
"FL-2021-04","2021-03-02T16:59:44Z",0,18052008946
"FL-2021-04","2021-03-04T04:58:40Z",0,18089366206
"FL-2021-04","2021-03-05T17:01:52Z",0,18089366223
"FL-2021-04","2021-03-07T05:00:48Z",0,18106065752
"FL-2021-04","2021-03-08T16:59:44Z",0,18106065776
"FL-2021-04","2021-03-10T04:58:40Z",0,18124433756
"FL-2021-04","2021-03-11T17:01:52Z",0,18124433773
"FL-2021-04","2021-03-13T05:00:48Z",0,18145087156
"FL-2021-04","2021-03-14T16:00:00Z",0,18145087168
"FL-2021-04","2021-03-16T03:58:56Z",0,18217470806
"FL-2021-04","2021-03-17T16:02:08Z",0,18217470813
"FL-2021-04","2021-03-19T04:01:04Z",0,18217470819
"FL-2021-04","2021-03-20T16:00:00Z",0,18217470827
"FL-2021-04","2021-03-25T04:01:04Z",0,18593363614
"FL-2021-04","2021-03-26T16:00:00Z",0,18593363616
"FL-2021-04","2021-03-28T03:58:56Z",0,18593363618
"FL-2021-04","2021-03-29T16:02:08Z",0,18593363620
"FL-2021-04","2021-03-31T04:01:04Z",0,18593363622
"FL-2021-04","2021-04-01T16:00:00Z",0,18593363624
"FL-2021-04","2021-04-03T03:58:56Z",0,18593363626
"FL-2021-04","2021-04-04T16:02:08Z",0,18593363628
"FL-2021-04","2021-04-06T04:01:04Z",0,18593363629
"FL-2021-04","2021-04-07T16:00:00Z",0,18593363630
"FL-2021-04","2021-04-09T03:58:56Z",0,18593363632
"FL-2021-04","2021-04-10T16:02:08Z",0,18593363634
"FL-2021-04","2021-04-12T04:01:04Z",0,18593363635
"FL-2021-04","2021-04-13T16:00:00Z",0,18593363636
"FL-2021-04","2021-04-15T03:58:56Z",0,18593363637
"FL-2021-04","2021-04-16T16:02:08Z",0,18593363638
"FL-2021-04","2021-04-18T04:01:04Z",0,18593363639
"FL-2021-04","2021-04-19T16:00:00Z",0,18593363640
"FL-2021-04","2021-04-21T03:58:56Z",0,18593363641
"FL-2021-04","2021-04-22T16:02:08Z",0,18593363642
"FL-2021-04","2021-04-24T04:01:04Z",0,18593363643
"FL-2021-04","2021-04-25T16:00:00Z",0,18593363644
"FL-2021-04","2021-04-27T03:58:56Z",0,18652625261
"FL-2021-04","2021-04-28T16:02:08Z",0,18652625275
"FL-2021-04","2021-04-30T04:01:04Z",0,18652625294
"FL-2021-04","2021-05-01T16:00:00Z",0,18652625317
"FL-2021-04","2021-05-03T03:58:56Z",0,18690983736
"FL-2021-04","2021-05-04T16:02:08Z",0,18690983752
"FL-2021-04","2021-05-06T04:01:04Z",0,18690983776
"FL-2021-04","2021-05-07T16:00:00Z",0,18690983790
"FL-2021-04","2021-05-09T03:58:56Z",0,18750320563
"FL-2021-04","2021-05-10T16:02:08Z",0,18750320576
"FL-2021-04","2021-05-12T04:01:04Z",0,18784646911
"FL-2021-04","2021-05-13T16:00:00Z",0,18784646932
"FL-2021-04","2021-05-15T03:58:56Z",0,18814703816
"FL-2021-04","2021-05-16T16:02:08Z",0,18814703819
"FL-2021-04","2021-05-18T04:01:04Z",0,18897319081
"FL-2021-04","2021-05-19T16:00:00Z",0,18897319085
"FL-2021-04","2021-05-21T03:58:56Z",0,18897319088
"FL-2021-04","2021-05-22T16:02:08Z",0,18897319103
"FL-2021-04","2021-05-24T04:01:04Z",0,18897319108
"FL-2021-04","2021-05-25T16:00:00Z",0,18897319111
"FL-2021-04","2021-05-27T03:58:56Z",0,18897319119
"FL-2021-04","2021-05-28T16:02:08Z",0,18897319136
"FL-2021-04","2021-05-30T04:01:04Z",0,18973260562
"FL-2021-04","2021-05-31T16:00:00Z",0,18973260568
"FL-2021-04","2021-06-02T03:58:56Z",0,18973260577
"FL-2021-04","2021-06-05T04:01:04Z",0,18973260599
"FL-2021-04","2021-06-06T16:00:00Z",0,18973260607
"FL-2021-04","2021-06-08T03:58:56Z",0,18973260613
"FL-2021-04","2021-06-09T16:02:08Z",0,19033909986
"FL-2021-04","2021-06-11T04:01:04Z",0,19033909996
"FL-2021-04","2021-06-12T16:00:00Z",0,19463274513
"FL-2021-04","2021-06-14T03:58:56Z",0,19463274514
"FL-2021-04","2021-06-15T16:02:08Z",0,19157547638
"FL-2021-04","2021-06-25T15:57:52Z",0,19157547647
"FL-2021-04","2021-06-30T16:00:00Z",0,19463274523
"FL-2021-04","2021-07-15T16:02:08Z",0,19463274537
"FL-2021-04","2021-07-20T16:00:00Z",0,19589114108
"FL-2021-04","2021-07-25T15:57:52Z",0,19589114111
"FL-2021-04","2021-07-30T16:00:00Z",0,19663506453
"FL-2021-04","2021-08-04T15:57:52Z",0,19663506462
"FL-2021-04","2021-08-14T15:57:52Z",0,19794563572
"FL-2021-04","2021-08-19T16:00:00Z",0,19794563574
"FL-2021-04","2021-08-24T16:02:08Z",0,19794563580
"FL-2021-04","2021-08-29T16:00:00Z",0,19794563592
"FL-2022-06","2022-02-04T17:01:52Z",0,21313725511
"FL-2022-06","2022-02-13T16:59:44Z",0,21313725528
"FL-2022-06","2022-02-15T15:00:16Z",0,21313725541
"FL-2022-06","2022-02-17T18:59:12Z",0,21313725549
"FL-2022-06","2022-02-19T15:00:16Z",0,21357856350
"FL-2022-06","2022-02-21T18:59:12Z",0,21357856358
"FL-2022-06","2022-02-23T15:00:16Z",0,21357856365
"FL-2022-06","2022-02-25T18:59:12Z",0,21357856373
"FL-2022-06","2022-02-27T15:00:16Z",0,21517098614
"FL-2022-06","2022-03-01T18:59:12Z",0,21517098620
"FL-2022-06","2022-03-03T15:00:16Z",0,21517098632
"FL-2022-06","2022-03-05T18:59:12Z",0,21517098647
"FL-2022-06","2022-03-07T15:00:16Z",0,21517098663
"FL-2022-06","2022-03-09T18:59:12Z",0,21517098682
"FL-2022-06","2022-03-11T15:00:16Z",0,21551806738
"FL-2022-06","2022-03-13T18:59:12Z",0,21551806758
"FL-2022-06","2022-03-15T15:00:16Z",0,21551806773
"FL-2022-06","2022-03-17T18:59:12Z",0,21551806794
"FL-2022-06","2022-03-19T15:00:16Z",0,21599539573
"FL-2022-06","2022-03-21T18:59:12Z",0,21599539579
"FL-2022-06","2022-03-23T15:00:16Z",0,21608137587
"FL-2022-06","2022-03-25T18:59:12Z",0,21608137595
"FL-2022-06","2022-03-27T15:00:16Z",0,21608137604
"FL-2022-06","2022-03-29T18:59:12Z",0,21608137614
"FL-2022-06","2022-03-31T15:00:16Z",0,21632060621
"FL-2022-06","2022-04-02T18:59:12Z",0,21632060632
"FL-2022-06","2022-04-04T15:00:16Z",0,21697560548
"FL-2022-06","2022-04-06T18:59:12Z",0,21697560559
"FL-2022-06","2022-04-08T15:00:16Z",0,21697560577
"FL-2022-06","2022-04-10T18:59:12Z",0,21697560593
"FL-2022-06","2022-04-12T15:00:16Z",0,21787139413
"FL-2022-06","2022-04-14T18:59:12Z",0,21787139432
"FL-2022-06","2022-04-18T18:59:12Z",0,21890900356
"FL-2022-06","2022-04-20T15:00:16Z",0,21890900362
"FL-2022-06","2022-04-22T18:59:12Z",0,21890900370
"FL-2022-06","2022-04-24T15:00:16Z",0,21890900384
"FL-2022-06","2022-04-30T18:59:12Z",0,22034920041
"FL-2022-06","2022-05-02T15:00:16Z",0,22034920052
"FL-2022-06","2022-05-04T18:59:12Z",0,22034920067
"FL-2022-06","2022-05-06T15:00:16Z",0,22034920086
"FL-2022-06","2022-05-08T18:59:12Z",0,22503128718
"FL-2022-06","2022-05-10T15:00:16Z",0,22503128719
"FL-2022-06","2022-05-12T18:59:12Z",0,22503128720
"FL-2022-06","2022-05-14T15:00:16Z",0,22503128724
"FL-2022-06","2022-05-16T18:59:12Z",0,22503128730
"FL-2022-06","2022-05-18T15:00:16Z",0,22503128739
"FL-2022-06","2022-05-20T18:59:12Z",0,23119367583
"FL-2022-06","2022-05-27T16:02:08Z",0,23119367585
"FL-2022-06","2022-06-03T16:00:00Z",0,23119367586
"FL-2022-06","2022-06-10T16:02:08Z",0,23119367588
"FL-2022-06","2022-06-17T16:00:00Z",0,23168807772
"FL-2022-06","2022-06-24T16:02:08Z",0,23168807773
"FL-2022-06","2022-07-01T16:00:00Z",0,23383318036
"FL-2022-06","2022-07-08T16:02:08Z",0,23383318038
"FL-2022-06","2022-07-15T16:00:00Z",0,23383318040
"FL-2022-06","2022-07-22T16:02:08Z",0,23383318042
"FL-2022-08","2022-02-04T17:01:52Z",0,21313725512
"FL-2022-08","2022-02-13T16:59:44Z",0,21313725530
"FL-2022-08","2022-02-15T15:00:16Z",0,21335177742
"FL-2022-08","2022-02-17T18:59:12Z",0,21335177755
"FL-2022-08","2022-02-21T18:59:12Z",0,21335177791
"FL-2022-08","2022-02-23T15:00:16Z",0,21335177802
"FL-2022-08","2022-02-25T18:59:12Z",0,21373097548
"FL-2022-08","2022-02-27T15:00:16Z",0,21373097556
"FL-2022-08","2022-03-05T18:59:12Z",0,21526243610
"FL-2022-08","2022-03-07T15:00:16Z",0,21526243613
"FL-2022-08","2022-03-13T18:59:12Z",0,21526243625
"FL-2022-08","2022-03-15T15:00:16Z",0,21526243633
"FL-2022-08","2022-03-17T18:59:12Z",0,21551806796
"FL-2022-08","2022-03-19T15:00:16Z",0,21551806823
"FL-2022-08","2022-03-21T18:59:12Z",0,21608137583
"FL-2022-08","2022-03-25T18:59:12Z",0,21608137596
"FL-2022-08","2022-03-27T15:00:16Z",0,21608137605
"FL-2022-08","2022-03-29T18:59:12Z",0,21608137615
"FL-2022-08","2022-04-04T15:00:16Z",0,21697560549
"FL-2022-08","2022-04-08T15:00:16Z",0,21697560579
"FL-2022-08","2022-04-10T18:59:12Z",0,21697560594
"FL-2022-08","2022-04-16T15:00:16Z",0,21890900352
"FL-2022-08","2022-04-18T18:59:12Z",0,21890900357
"FL-2022-08","2022-05-02T15:00:16Z",0,22341910568
"FL-2022-08","2022-05-04T18:59:12Z",0,22341910570
"FL-2022-08","2022-05-10T15:00:16Z",0,22341910580
"FL-2022-08","2022-05-12T18:59:12Z",0,22341910592
"FL-2022-09","2022-02-04T17:01:52Z",0,21335177725
"FL-2022-09","2022-02-13T16:59:44Z",0,21335177731
"FL-2022-09","2022-02-15T15:00:16Z",0,21335177739
"FL-2022-09","2022-02-17T18:59:12Z",0,21335177752
"FL-2022-09","2022-02-19T15:00:16Z",0,21335177767
"FL-2022-09","2022-02-21T18:59:12Z",0,21335177784
"FL-2022-09","2022-02-23T15:00:16Z",0,21357856364
"FL-2022-09","2022-02-25T18:59:12Z",0,21357856371
"FL-2022-09","2022-02-27T15:00:16Z",0,21439409167
"FL-2022-09","2022-03-01T18:59:12Z",0,21439409182
"FL-2022-09","2022-03-03T15:00:16Z",0,21517098630
"FL-2022-09","2022-03-05T18:59:12Z",0,21517098644
"FL-2022-09","2022-03-07T15:00:16Z",0,21517098660
"FL-2022-09","2022-03-09T18:59:12Z",0,21517098678
"FL-2022-09","2022-03-11T15:00:16Z",0,21551806736
"FL-2022-09","2022-03-13T18:59:12Z",0,21551806756
"FL-2022-09","2022-03-15T15:00:16Z",0,21551806771
"FL-2022-09","2022-03-19T15:00:16Z",0,21551806819
"FL-2022-09","2022-03-21T18:59:12Z",0,21608137582
"FL-2022-09","2022-03-25T18:59:12Z",0,21608137594
"FL-2022-09","2022-04-06T18:59:12Z",0,21697560556
"FL-2022-09","2022-04-08T15:00:16Z",0,21697560571
"FL-2022-09","2022-04-10T18:59:12Z",0,21890900348
"FL-2022-09","2022-04-14T18:59:12Z",0,21890900350
"FL-2022-09","2022-04-22T18:59:12Z",0,21890900366
"FL-2022-09","2022-04-24T15:00:16Z",0,21890900380
"FL-2022-09","2022-04-26T18:59:12Z",0,21909230180
"FL-2022-09","2022-04-28T15:00:16Z",0,21909230188
"FL-2022-09","2022-04-30T18:59:12Z",0,21954780653
"FL-2022-09","2022-05-02T15:00:16Z",0,21954780664
"FL-2022-09","2022-05-04T18:59:12Z",0,22688507715
"FL-2022-09","2022-05-06T15:00:16Z",0,22688507716
"GA-2020-01","2020-01-28T14:02:40Z",0,13803949738
"GA-2020-01","2020-01-28T20:01:04Z",0,13803949739
"GA-2020-01","2020-01-29T02:59:12Z",0,13803949740
"GA-2020-01","2020-01-29T19:58:56Z",0,13819495101
"GA-2020-01","2020-01-30T14:02:40Z",0,13819495102
"GA-2020-01","2020-02-01T03:01:20Z",0,13819495103
"GA-2020-01","2020-02-01T20:01:04Z",0,13858477675
"GA-2020-01","2020-02-02T14:00:32Z",0,13858477676
"GA-2020-01","2020-02-04T02:59:12Z",0,13858477677
"GA-2020-01","2020-02-04T19:58:56Z",0,13858477678
"GA-2020-01","2020-02-05T14:02:40Z",0,13858477679
"GA-2020-01","2020-02-07T20:01:04Z",0,13858477680
"GA-2020-01","2020-02-08T14:00:32Z",0,13877262914
"GA-2020-01","2020-02-10T02:59:12Z",0,13877262915
"GA-2020-01","2020-02-10T19:58:56Z",0,13877262916
"GA-2020-01","2020-02-11T14:02:40Z",0,14074648826
"GA-2020-01","2020-02-13T03:01:20Z",0,14074649628
"GA-2020-01","2020-02-13T20:01:04Z",0,14074649629
"GA-2020-01","2020-02-14T14:00:32Z",0,14514928185
"GA-2020-01","2020-02-16T02:59:12Z",0,14514928186
"GA-2020-01","2020-02-16T19:58:56Z",0,14514928187
"GA-2020-01","2020-02-17T13:58:24Z",0,14074647341
"GA-2020-01","2020-02-19T03:01:20Z",0,14074647342
"GA-2020-01","2020-02-19T20:01:04Z",0,14074647343
"GA-2020-01","2020-02-20T14:00:32Z",0,14074647344
"GA-2020-01","2020-02-22T02:59:12Z",0,14074647345
"GA-2020-01","2020-02-22T19:58:56Z",0,14074647346
"GA-2020-01","2020-02-23T14:02:40Z",0,14074647347
"GA-2020-01","2020-02-25T03:01:20Z",0,14074647348
"GA-2020-01","2020-02-26T14:00:32Z",0,14074647349
"GA-2020-01","2020-02-28T02:59:12Z",0,14074606977
"GA-2020-01","2020-02-28T19:58:56Z",0,14074606978
"GA-2020-01","2020-03-01T14:00:32Z",0,14074606979
"GA-2020-01","2020-03-02T20:01:04Z",0,14074606980
"GA-2020-01","2020-03-03T14:00:32Z",0,14074606981
"GA-2020-01","2020-03-04T20:01:04Z",0,14074606982
"GA-2020-01","2020-03-05T14:00:32Z",0,14073506416
"GA-2020-01","2020-03-06T20:01:04Z",0,14111007177
"GA-2020-01","2020-03-07T14:00:32Z",0,14073506417
"GA-2020-01","2020-03-08T20:01:04Z",0,14088480460
"GA-2020-01","2020-03-09T13:00:48Z",0,14088480461
"GA-2020-01","2020-03-10T19:01:20Z",0,14088480462
"GA-2020-01","2020-03-11T13:00:48Z",0,14111007178
"GA-2020-01","2020-03-12T19:01:20Z",0,14111007179
"GA-2020-01","2020-03-13T13:00:48Z",0,14111007180
"GA-2020-01","2020-03-14T19:01:20Z",0,14127515701
"GA-2020-01","2020-03-15T13:00:48Z",0,14127515702
"GA-2020-01","2020-03-16T19:01:20Z",0,14127515703
"GA-2020-01","2020-03-17T13:00:48Z",0,14195546233
"GA-2020-01","2020-03-18T19:01:20Z",0,14195546234
"GA-2020-01","2020-03-19T13:00:48Z",0,14195546235
"GA-2020-01","2020-03-20T19:01:20Z",0,14160844903
"GA-2020-01","2020-03-21T13:00:48Z",0,14160844904
"GA-2020-01","2020-03-22T19:01:20Z",0,14160844905
"GA-2020-01","2020-03-23T13:00:48Z",0,14195546236
"GA-2020-01","2020-03-24T19:01:20Z",0,14195546237
"GA-2020-01","2020-03-25T13:00:48Z",0,14195546238
"GA-2020-01","2020-03-26T19:01:20Z",0,14243374246
"GA-2020-01","2020-03-27T13:00:48Z",0,14243374247
"GA-2020-01","2020-03-28T19:01:20Z",0,14243374248
"GA-2020-01","2020-03-29T13:00:48Z",0,14309750585
"GA-2020-01","2020-03-30T19:01:20Z",0,14309750586
"GA-2020-01","2020-03-31T13:00:48Z",0,14271288730
"GA-2020-01","2020-04-01T19:01:20Z",0,14301614217
"GA-2020-01","2020-04-02T13:00:48Z",0,14301614218
"GA-2020-01","2020-04-03T19:01:20Z",0,14301614219
"GA-2020-01","2020-04-04T13:00:48Z",0,14309750587
"GA-2020-01","2020-04-05T19:01:20Z",0,14309750588
"GA-2020-01","2020-04-06T13:00:48Z",0,14309750589
"GA-2020-01","2020-04-07T19:01:20Z",0,14378167043
"GA-2020-01","2020-04-08T13:00:48Z",0,14378167044
"GA-2020-01","2020-04-09T19:01:20Z",0,14378167045
"GA-2020-01","2020-04-10T13:00:48Z",0,14378167046
"GA-2020-01","2020-04-11T19:01:20Z",0,14378167047
