ID,time,mortality_signal
MD-2019-01,2019-09-06T13:02:56Z,0
MD-2019-01,2019-09-08T19:01:20Z,0
MD-2019-01,2019-09-10T12:58:40Z,0
MD-2019-01,2019-09-12T19:01:20Z,0
MD-2019-01,2019-09-14T12:58:40Z,0
MD-2019-01,2019-09-16T19:01:20Z,0
MD-2019-01,2019-09-18T12:58:40Z,0
MD-2019-01,2019-09-20T19:01:20Z,0
MD-2019-01,2019-09-22T12:58:40Z,0
MD-2019-01,2019-09-24T19:01:20Z,0
MD-2019-01,2019-09-26T12:58:40Z,0
MD-2019-01,2019-09-28T19:01:20Z,0
MD-2019-01,2019-09-30T13:02:56Z,0
MD-2019-01,2019-10-02T19:01:20Z,0
MD-2019-03,2019-02-13T02:59:12Z,0
MD-2019-03,2019-02-13T19:58:56Z,0
MD-2019-03,2019-02-14T14:02:40Z,0
MD-2019-07,2019-02-12T03:01:20Z,0
MD-2019-07,2019-02-13T19:58:56Z,0
MD-2019-07,2019-02-15T14:00:32Z,0
MD-2019-07,2019-02-17T19:58:56Z,0
MD-2019-07,2019-02-19T14:00:32Z,0
MD-2019-07,2019-02-21T19:58:56Z,0
MD-2019-07,2019-02-23T14:00:32Z,0
MD-2019-07,2019-02-25T19:58:56Z,0
MD-2019-07,2019-03-01T19:58:56Z,0
MD-2019-07,2019-03-03T14:00:32Z,0
MD-2019-07,2019-03-05T19:58:56Z,0
MD-2019-07,2019-03-07T14:00:32Z,0
MD-2019-07,2019-03-09T13:00:48Z,0
MD-2019-07,2019-03-11T18:59:12Z,0
MD-2019-07,2019-03-13T13:00:48Z,0
MD-2019-07,2019-03-16T19:01:20Z,0
MD-2019-07,2019-03-17T13:00:48Z,0
MD-2019-07,2019-03-18T19:01:20Z,0
MD-2019-07,2019-03-19T13:00:48Z,0
MD-2019-07,2019-03-20T19:01:20Z,0
MD-2019-07,2019-03-21T13:00:48Z,0
MD-2019-07,2019-03-23T13:00:48Z,0
MD-2019-07,2019-03-24T19:01:20Z,0
MD-2019-07,2019-03-25T13:00:48Z,0
MD-2019-07,2019-03-26T19:01:20Z,0
MD-2019-07,2019-03-27T13:00:48Z,0
MD-2019-07,2019-03-28T19:01:20Z,0
MD-2019-07,2019-03-29T13:00:48Z,0
MD-2019-07,2019-03-30T19:01:20Z,0
MD-2019-07,2019-03-31T13:00:48Z,0
MD-2019-07,2019-04-01T19:01:20Z,0
MD-2019-07,2019-04-02T13:00:48Z,0
MD-2019-07,2019-04-03T19:01:20Z,0
MD-2019-07,2019-04-04T13:00:48Z,0
MD-2019-07,2019-04-05T19:01:20Z,0
MD-2019-07,2019-04-06T13:00:48Z,0
MD-2019-07,2019-04-07T19:01:20Z,0
MD-2019-07,2019-04-08T13:00:48Z,0
MD-2019-07,2019-04-09T19:01:20Z,0
MD-2019-07,2019-04-10T13:00:48Z,0
MD-2019-07,2019-04-11T19:01:20Z,0
MD-2019-07,2019-04-12T13:00:48Z,0
MD-2019-08,2019-02-12T03:01:20Z,0
MD-2019-08,2019-02-13T19:58:56Z,0
MD-2019-08,2019-02-15T14:00:32Z,0
MD-2019-08,2019-02-16T20:01:04Z,0
MD-2019-08,2019-02-17T14:00:32Z,0
MD-2019-08,2019-02-18T20:01:04Z,0
MD-2019-08,2019-02-19T14:00:32Z,0
MD-2019-08,2019-02-20T20:01:04Z,0
MD-2019-08,2019-02-21T14:00:32Z,0
MD-2019-08,2019-02-22T20:01:04Z,0
MD-2019-08,2019-02-23T14:00:32Z,0
MD-2019-08,2019-02-24T20:01:04Z,0
MD-2019-08,2019-02-25T14:00:32Z,0
MD-2019-08,2019-02-26T20:01:04Z,0
MD-2019-08,2019-02-27T14:00:32Z,0
MD-2019-08,2019-02-28T20:01:04Z,0
MD-2019-08,2019-03-01T14:00:32Z,0
MD-2019-08,2019-03-02T20:01:04Z,0
MD-2019-08,2019-03-03T14:00:32Z,0
MD-2019-08,2019-03-04T20:01:04Z,0
MD-2019-08,2019-03-05T14:00:32Z,0
MD-2019-08,2019-03-06T20:01:04Z,0
MD-2019-08,2019-03-07T14:00:32Z,0
MD-2019-08,2019-03-08T20:01:04Z,0
MD-2019-08,2019-03-09T13:00:48Z,0
MD-2019-08,2019-03-10T19:01:20Z,0
MD-2019-08,2019-03-11T13:00:48Z,0
MD-2019-08,2019-03-12T19:01:20Z,0
MD-2019-08,2019-03-13T13:00:48Z,0
MD-2019-08,2019-03-14T19:01:20Z,0
MD-2019-08,2019-03-15T13:00:48Z,0
MD-2019-08,2019-03-17T18:59:12Z,0
MD-2019-08,2019-03-19T13:00:48Z,0
MD-2019-08,2019-03-21T18:59:12Z,0
MD-2019-08,2019-03-23T13:00:48Z,0
MD-2019-08,2019-03-25T18:59:12Z,0
MD-2019-08,2019-03-27T13:00:48Z,0
MD-2019-08,2019-03-29T18:59:12Z,0
MD-2019-08,2019-03-31T13:00:48Z,0
MD-2019-08,2019-04-02T18:59:12Z,0
MD-2019-08,2019-04-04T13:00:48Z,0
MD-2019-08,2019-04-06T18:59:12Z,0
MD-2019-08,2019-04-08T13:00:48Z,0
MD-2019-08,2019-04-10T18:59:12Z,0
MD-2019-08,2019-04-12T13:00:48Z,0
MD-2019-08,2019-04-14T18:59:12Z,0
MD-2019-08,2019-04-16T13:00:48Z,0
MD-2019-08,2019-04-18T18:59:12Z,0
MD-2020-11,2020-02-27T13:54:08Z,0
MD-2020-11,2020-02-27T20:01:04Z,0
MD-2020-11,2020-02-28T02:59:12Z,0
MD-2020-11,2020-02-29T14:02:40Z,0
MD-2020-11,2020-03-01T19:58:56Z,0
MD-2020-11,2020-03-02T14:02:40Z,0
MD-2020-11,2020-03-03T19:58:56Z,0
MD-2020-11,2020-03-04T14:02:40Z,0
MD-2020-11,2020-03-05T19:58:56Z,0
MD-2020-11,2020-03-06T14:02:40Z,0
MD-2020-11,2020-03-07T19:58:56Z,0
MD-2020-11,2020-03-08T19:01:20Z,0
MD-2020-11,2020-03-09T13:00:48Z,0
MD-2020-11,2020-03-11T13:00:48Z,0
MD-2020-11,2020-03-12T19:01:20Z,0
MD-2020-11,2020-03-13T13:00:48Z,0
MD-2020-11,2020-03-14T19:01:20Z,0
MD-2020-11,2020-03-15T13:00:48Z,0
MD-2020-11,2020-03-16T19:01:20Z,0
MD-2020-11,2020-03-17T13:00:48Z,0
MD-2020-11,2020-03-18T19:01:20Z,0
MD-2020-11,2020-03-19T13:00:48Z,0
MD-2020-11,2020-03-20T19:01:20Z,0
MD-2020-11,2020-03-21T13:00:48Z,0
MD-2020-11,2020-03-25T13:00:48Z,0
MD-2020-11,2020-03-26T19:01:20Z,0
MD-2020-11,2020-03-27T13:00:48Z,0
MD-2020-11,2020-03-28T19:01:20Z,0
MD-2020-11,2020-03-29T13:00:48Z,0
MD-2020-11,2020-03-30T19:01:20Z,0
MD-2020-11,2020-03-31T13:00:48Z,0
MD-2020-11,2020-04-02T18:59:12Z,0
MD-2020-11,2020-04-04T13:00:48Z,0
MD-2020-11,2020-04-06T18:59:12Z,0
MD-2020-11,2020-04-08T13:00:48Z,0
MD-2020-11,2020-04-10T18:59:12Z,0
MD-2020-11,2020-04-14T18:59:12Z,0
MD-2020-11,2020-04-16T13:00:48Z,0
MD-2020-11,2020-04-18T18:59:12Z,0
MD-2020-11,2020-04-20T13:00:48Z,0
MD-2020-11,2020-04-22T18:59:12Z,0
MD-2020-11,2020-04-26T18:59:12Z,0
MD-2020-11,2020-04-28T13:00:48Z,0
MD-2020-11,2020-04-30T18:59:12Z,0
MD-2020-11,2020-05-02T13:00:48Z,0
MD-2020-11,2020-05-06T13:00:48Z,1
MD-2020-11,2020-05-18T13:00:48Z,1
MD-2020-11,2020-05-23T02:01:36Z,1
MD-2020-11,2020-05-26T18:59:12Z,1
MD-2020-11,2020-05-30T13:00:48Z,1
MD-2020-11,2020-06-04T02:01:36Z,1
MD-2020-11,2020-06-07T18:59:12Z,1
MD-2020-11,2020-06-11T13:00:48Z,1
MD-2020-11,2020-06-16T02:01:36Z,1
MD-2020-11,2020-06-19T18:59:12Z,1
MD-2020-11,2020-06-23T13:00:48Z,1
MD-2020-11,2020-06-28T02:01:36Z,1
MD-2020-11,2020-07-01T18:59:12Z,1
MD-2020-11,2020-07-05T13:00:48Z,1
MD-2020-11,2020-07-10T02:01:36Z,1
MD-2020-11,2020-07-13T18:59:12Z,1
MD-2020-11,2020-07-17T13:00:48Z,1
MD-2020-11,2020-07-22T02:01:36Z,1
MD-2020-11,2020-07-25T18:59:12Z,1
MD-2020-11,2020-07-29T13:00:48Z,1
MD-2020-11,2020-08-03T02:01:36Z,1
MD-2020-11,2020-08-06T18:59:12Z,1
MD-2020-11,2020-08-10T13:00:48Z,1
MD-2020-11,2020-08-15T02:01:36Z,1
MD-2020-11,2020-08-18T18:59:12Z,1
MD-2020-11,2020-08-22T13:00:48Z,1
MD-2020-11,2020-08-27T02:01:36Z,1
MD-2020-11,2020-08-30T18:59:12Z,1
MD-2020-11,2020-09-03T13:00:48Z,1
MD-2020-11,2020-09-08T02:01:36Z,1
MD-2020-11,2020-09-11T18:59:12Z,1
MD-2020-11,2020-09-15T13:00:48Z,1
MD-2020-11,2020-09-23T18:59:12Z,1
MD-2020-11,2020-09-27T13:00:48Z,1
MD-2020-11,2020-10-02T02:01:36Z,1
MD-2020-11,2020-10-05T18:59:12Z,1
MD-2020-11,2020-10-09T13:00:48Z,1
MD-2020-11,2020-10-14T02:01:36Z,1
MD-2020-11,2020-10-21T13:00:48Z,1
MD-2020-11,2020-10-29T18:59:12Z,1
MD-2020-11,2020-11-02T14:00:32Z,1
MD-2020-11,2020-11-07T03:01:20Z,1
MD-2020-12,2020-02-27T13:54:08Z,0
MD-2020-12,2020-02-27T20:01:04Z,0
MD-2020-12,2020-02-28T02:59:12Z,0
MD-2020-12,2020-02-29T20:01:04Z,0
MD-2020-12,2020-03-02T13:58:24Z,0
MD-2020-12,2020-03-04T20:01:04Z,0
MD-2020-12,2020-03-06T14:02:40Z,0
MD-2020-12,2020-03-09T13:00:48Z,0
MD-2020-12,2020-03-11T18:59:12Z,0
MD-2020-12,2020-03-13T13:00:48Z,0
MD-2020-12,2020-03-15T13:00:48Z,0
MD-2020-12,2020-03-17T13:00:48Z,0
MD-2020-12,2020-03-18T19:01:20Z,0
MD-2020-12,2020-03-19T13:00:48Z,0
MD-2020-12,2020-03-20T19:01:20Z,0
MD-2020-12,2020-03-21T13:00:48Z,0
MD-2020-12,2020-03-22T19:01:20Z,0
MD-2020-12,2020-03-23T13:00:48Z,0
MD-2020-12,2020-03-24T19:01:20Z,0
MD-2020-12,2020-03-25T13:00:48Z,0
MD-2020-12,2020-03-26T19:01:20Z,0
MD-2020-12,2020-03-27T13:00:48Z,0
MD-2020-12,2020-03-28T19:01:20Z,0
MD-2020-12,2020-03-29T13:00:48Z,0
MD-2020-12,2020-03-30T19:01:20Z,0
MD-2020-12,2020-03-31T13:00:48Z,0
MD-2020-12,2020-04-01T19:01:20Z,0
MD-2020-12,2020-04-02T13:00:48Z,0
MD-2020-12,2020-04-03T19:01:20Z,0
MD-2020-12,2020-04-04T13:00:48Z,0
MD-2020-12,2020-04-05T19:01:20Z,0
MD-2020-12,2020-04-06T13:00:48Z,0
MD-2020-12,2020-04-07T19:01:20Z,0
MD-2020-12,2020-04-08T13:00:48Z,0
MD-2020-12,2020-04-09T19:01:20Z,0
MD-2020-12,2020-04-10T13:00:48Z,0
MD-2020-12,2020-04-11T19:01:20Z,0
MD-2020-12,2020-04-12T13:00:48Z,0
MD-2020-12,2020-04-13T19:01:20Z,0
MD-2020-12,2020-04-14T13:00:48Z,0
MD-2020-12,2020-04-18T13:00:48Z,0
MD-2020-12,2020-04-20T18:59:12Z,0
MD-2020-12,2020-04-22T13:00:48Z,0
MD-2020-12,2020-04-24T18:59:12Z,0
MD-2020-12,2020-04-26T13:00:48Z,0
MD-2020-12,2020-04-28T18:59:12Z,0
MD-2020-12,2020-04-30T13:00:48Z,0
MD-2020-12,2020-05-02T18:59:12Z,0
MD-2020-12,2020-05-06T13:00:48Z,0
MD-2020-12,2020-05-11T02:01:36Z,0
MD-2020-12,2020-05-14T18:59:12Z,0
MD-2020-12,2020-05-18T13:00:48Z,0
MD-2020-12,2020-05-23T02:01:36Z,0
MD-2020-12,2020-05-26T18:59:12Z,0
MD-2020-12,2020-06-19T18:59:12Z,0
MD-2020-12,2020-07-01T18:59:12Z,0
MD-2020-12,2020-07-05T13:00:48Z,0
MD-2020-12,2020-07-10T02:01:36Z,0
MD-2020-12,2020-07-13T18:59:12Z,0
MD-2020-12,2020-07-17T13:00:48Z,0
MD-2020-12,2020-07-25T18:59:12Z,0
MD-2020-12,2020-07-29T13:00:48Z,0
MD-2020-12,2020-08-15T02:01:36Z,0
MD-2020-12,2020-08-27T02:01:36Z,0
MD-2020-12,2020-08-30T18:59:12Z,0
MD-2020-12,2020-09-03T13:00:48Z,0
MD-2020-12,2020-09-11T18:59:12Z,0
MD-2020-12,2020-09-15T13:00:48Z,0
MD-2020-12,2020-09-20T02:01:36Z,0
MD-2020-12,2020-09-23T18:59:12Z,0
MD-2020-12,2020-10-02T02:01:36Z,0
MD-2020-12,2020-10-05T18:59:12Z,0
MD-2020-12,2020-10-09T13:00:48Z,0
MD-2020-12,2020-10-17T18:59:12Z,0
MD-2020-12,2020-10-21T13:00:48Z,0
MD-2020-12,2020-10-26T02:01:36Z,0
MD-2020-12,2020-10-29T18:59:12Z,0
MD-2020-13,2020-02-27T18:58:24Z,0
MD-2020-13,2020-02-28T01:01:04Z,0
MD-2020-13,2020-02-28T07:59:12Z,0
MD-2020-13,2020-02-29T00:58:56Z,0
MD-2020-13,2020-02-29T19:02:40Z,0
MD-2020-13,2020-03-01T19:00:32Z,0
MD-2020-13,2020-03-03T01:01:04Z,0
MD-2020-13,2020-03-03T19:00:32Z,0
MD-2020-13,2020-03-05T01:01:04Z,0
MD-2020-13,2020-03-05T19:00:32Z,0
MD-2020-13,2020-03-07T01:01:04Z,0
MD-2020-13,2020-03-07T19:00:32Z,0
MD-2020-13,2020-03-09T00:01:04Z,0
MD-2020-13,2020-03-09T17:00:48Z,0
MD-2020-13,2020-03-10T23:01:20Z,0
MD-2020-13,2020-03-11T17:00:48Z,0
MD-2020-13,2020-03-13T17:00:48Z,0
MD-2020-13,2020-03-14T23:01:20Z,0
MD-2020-13,2020-03-15T17:00:48Z,0
MD-2020-13,2020-03-16T23:01:20Z,0
MD-2020-13,2020-03-17T17:00:48Z,0
MD-2020-13,2020-03-18T23:01:20Z,0
MD-2020-13,2020-03-20T23:01:20Z,0
MD-2020-13,2020-03-21T17:00:48Z,0
MD-2021-20,2021-02-12T16:59:44Z,0
MD-2021-20,2021-02-15T17:01:52Z,0
MD-2021-20,2021-02-17T05:00:48Z,0
MD-2021-20,2021-02-20T04:58:40Z,0
MD-2021-20,2021-02-21T17:01:52Z,0
MD-2021-20,2021-02-23T05:00:48Z,0
MD-2021-20,2021-02-24T16:59:44Z,0
MD-2021-20,2021-02-26T04:58:40Z,0
MD-2021-20,2021-03-01T05:00:48Z,0
MD-2021-20,2021-03-04T04:58:40Z,0
MD-2021-20,2021-03-05T17:01:52Z,0
MD-2021-20,2021-03-07T05:00:48Z,0
MD-2021-20,2021-03-13T05:00:48Z,0
MD-2021-20,2021-03-17T16:02:08Z,0
MD-2021-20,2021-03-19T04:01:04Z,0
MD-2021-20,2021-03-20T16:00:00Z,0
MD-2021-20,2021-03-22T03:58:56Z,0
MD-2021-20,2021-03-23T16:02:08Z,0
MD-2021-20,2021-03-25T04:01:04Z,0
MD-2021-20,2021-03-26T16:00:00Z,0
MD-2021-20,2021-04-01T16:00:00Z,0
MD-2021-20,2021-04-03T03:58:56Z,0
MD-2021-20,2021-04-04T16:02:08Z,0
MD-2021-20,2021-04-06T04:01:04Z,0
MD-2021-20,2021-04-07T16:00:00Z,0
MD-2021-20,2021-04-09T03:58:56Z,0
MD-2021-20,2021-04-10T16:02:08Z,0
MD-2021-20,2021-04-12T04:01:04Z,0
MD-2021-20,2021-04-13T16:00:00Z,0
MD-2021-20,2021-04-15T03:58:56Z,0
MD-2021-20,2021-04-16T16:02:08Z,0
MD-2021-20,2021-04-18T04:01:04Z,0
MD-2021-20,2021-04-21T03:58:56Z,0
MD-2021-20,2021-04-22T16:02:08Z,0
MD-2021-20,2021-04-24T04:01:04Z,0
MD-2021-20,2021-04-25T16:00:00Z,0
MD-2021-20,2021-04-27T03:58:56Z,0
MD-2021-20,2021-04-30T04:01:04Z,0
MD-2021-20,2021-05-01T16:00:00Z,0
MD-2021-20,2021-05-04T16:02:08Z,0
MD-2021-20,2021-05-06T04:01:04Z,0
MD-2021-20,2021-05-07T16:00:00Z,0
MD-2021-20,2021-05-09T03:58:56Z,0
MD-2021-20,2021-05-10T16:02:08Z,0
MD-2021-20,2021-05-12T04:01:04Z,0
MD-2021-20,2021-05-13T16:00:00Z,0
MD-2021-20,2021-05-15T03:58:56Z,0
MD-2021-20,2021-05-16T16:02:08Z,0
MD-2021-20,2021-05-18T04:01:04Z,0
MD-2021-20,2021-05-19T16:00:00Z,0
MD-2021-20,2021-05-21T16:00:00Z,0
MD-2021-20,2021-06-02T16:00:00Z,0
MD-2021-20,2021-06-08T16:00:00Z,0
MD-2021-20,2021-06-14T16:00:00Z,0
MD-2021-20,2021-06-20T16:00:00Z,0
MD-2021-20,2021-06-26T16:00:00Z,0
MD-2021-20,2021-07-02T16:00:00Z,0
MD-2021-20,2021-07-08T16:00:00Z,0
MD-2021-20,2021-07-14T16:00:00Z,0
MD-2021-20,2021-07-20T16:00:00Z,0
MD-2021-20,2021-07-26T16:00:00Z,0
MD-2021-20,2021-08-01T16:00:00Z,0
MD-2021-20,2021-08-07T16:00:00Z,0
MD-2021-20,2021-08-13T16:00:00Z,0
MD-2021-20,2021-08-19T16:00:00Z,0
MD-2021-20,2021-08-25T16:00:00Z,0
MD-2021-20,2021-09-12T16:00:00Z,0
MD-2021-20,2021-09-18T16:00:00Z,0
MD-2021-20,2021-09-24T16:00:00Z,0
MD-2021-20,2021-09-30T16:00:00Z,0
MD-2021-21,2021-02-12T16:59:44Z,0
MD-2021-21,2021-02-15T17:01:52Z,0
MD-2021-21,2021-02-17T05:00:48Z,0
MD-2021-21,2021-02-18T16:59:44Z,0
MD-2021-21,2021-02-20T05:02:56Z,0
MD-2021-21,2021-02-21T17:01:52Z,0
MD-2021-21,2021-02-23T05:00:48Z,0
MD-2021-21,2021-02-24T16:59:44Z,0
MD-2021-21,2021-02-27T17:01:52Z,0
MD-2021-21,2021-03-01T05:00:48Z,0
MD-2021-21,2021-03-02T16:59:44Z,0
MD-2021-21,2021-03-04T04:58:40Z,0
MD-2021-21,2021-03-05T17:01:52Z,0
MD-2021-21,2021-03-07T05:00:48Z,0
MD-2021-21,2021-03-08T16:59:44Z,0
MD-2021-21,2021-03-10T04:58:40Z,0
MD-2021-21,2021-03-11T17:01:52Z,0
MD-2021-21,2021-03-13T05:00:48Z,0
MD-2021-21,2021-03-14T16:00:00Z,0
MD-2021-21,2021-03-16T03:58:56Z,0
MD-2021-21,2021-03-17T16:02:08Z,0
MD-2021-21,2021-03-20T16:00:00Z,0
MD-2021-21,2021-03-22T03:58:56Z,0
MD-2021-21,2021-03-23T16:02:08Z,0
MD-2021-21,2021-03-25T04:01:04Z,0
MD-2021-21,2021-03-26T16:00:00Z,0
MD-2021-21,2021-03-28T03:58:56Z,0
MD-2021-21,2021-03-29T16:02:08Z,0
MD-2021-21,2021-03-31T04:01:04Z,0
MD-2021-21,2021-04-01T16:00:00Z,0
MD-2021-21,2021-04-03T03:58:56Z,0
MD-2021-21,2021-04-04T16:02:08Z,0
MD-2021-21,2021-04-06T04:01:04Z,0
MD-2021-21,2021-04-07T16:00:00Z,0
MD-2021-21,2021-04-09T03:58:56Z,0
MD-2021-21,2021-04-10T16:02:08Z,0
MD-2021-21,2021-04-15T03:58:56Z,0
MD-2021-21,2021-04-16T16:02:08Z,0
MD-2021-21,2021-04-18T04:01:04Z,0
MD-2021-21,2021-04-21T03:58:56Z,0
MD-2021-21,2021-04-24T04:01:04Z,0
MD-2021-21,2021-04-25T16:00:00Z,0
MD-2021-21,2021-04-27T03:58:56Z,0
MD-2021-21,2021-04-28T16:02:08Z,0
MD-2021-21,2021-04-30T04:01:04Z,0
MD-2021-21,2021-05-01T16:00:00Z,0
MD-2021-21,2021-05-03T03:58:56Z,0
MD-2021-21,2021-05-04T16:02:08Z,0
MD-2021-21,2021-05-06T04:01:04Z,0
MD-2021-21,2021-05-07T16:00:00Z,0
MD-2021-21,2021-05-09T03:58:56Z,0
MD-2021-21,2021-05-10T16:02:08Z,0
MD-2021-21,2021-05-12T04:01:04Z,0
MD-2021-21,2021-05-13T16:00:00Z,0
MD-2021-21,2021-05-15T03:58:56Z,0
MD-2021-21,2021-05-16T16:02:08Z,0
MD-2021-21,2021-05-18T04:01:04Z,0
MD-2021-21,2021-05-19T16:00:00Z,0
MD-2021-21,2021-05-27T16:00:00Z,0
MD-2021-21,2021-06-02T16:00:00Z,0
MD-2021-21,2021-06-08T16:00:00Z,0
MD-2021-21,2021-06-14T16:00:00Z,0
MD-2021-21,2021-06-20T16:00:00Z,0
MD-2021-21,2021-06-26T16:00:00Z,0
MD-2021-21,2021-07-02T16:00:00Z,0
MD-2021-21,2021-07-08T16:00:00Z,0
MD-2021-21,2021-07-14T16:00:00Z,0
MD-2021-21,2021-07-20T16:00:00Z,0
MD-2021-21,2021-07-26T16:00:00Z,0
MD-2021-21,2021-08-01T16:00:00Z,0
MD-2021-21,2021-08-07T16:00:00Z,0
MD-2021-21,2021-08-13T16:00:00Z,0
MD-2021-21,2021-08-19T16:00:00Z,0
MD-2021-21,2021-08-25T16:00:00Z,0
MD-2021-21,2021-09-06T16:00:00Z,0
NC-2019-01,2019-02-19T14:00:32Z,0
NC-2019-01,2019-02-19T19:58:56Z,0
NC-2019-01,2019-02-20T03:01:20Z,0
NC-2019-01,2019-02-21T19:58:56Z,0
NC-2019-01,2019-02-23T14:00:32Z,0
NC-2019-01,2019-02-25T19:58:56Z,0
NC-2019-01,2019-02-27T14:00:32Z,0
NC-2019-01,2019-03-01T19:58:56Z,0
NC-2019-01,2019-03-03T14:00:32Z,0
NC-2019-01,2019-03-05T19:58:56Z,0
NC-2019-01,2019-03-07T14:00:32Z,0
NC-2019-01,2019-03-09T13:00:48Z,0
NC-2019-01,2019-03-11T18:59:12Z,0
NC-2019-01,2019-03-13T13:00:48Z,0
NC-2019-01,2019-03-15T13:00:48Z,0
NC-2019-01,2019-03-16T19:01:20Z,0
NC-2019-01,2019-03-17T13:00:48Z,0
NC-2019-01,2019-03-18T19:01:20Z,0
NC-2019-01,2019-03-19T13:00:48Z,0
NC-2019-01,2019-03-20T19:01:20Z,0
NC-2019-01,2019-03-21T13:00:48Z,0
NC-2019-01,2019-03-22T19:01:20Z,0
NC-2019-01,2019-03-23T13:00:48Z,0
NC-2019-01,2019-03-24T19:01:20Z,0
NC-2019-01,2019-03-29T13:00:48Z,0
NC-2019-01,2019-03-30T19:01:20Z,0
NC-2019-01,2019-03-31T13:00:48Z,0
NC-2019-01,2019-04-01T19:01:20Z,0
NC-2019-01,2019-04-02T13:00:48Z,0
NC-2019-01,2019-04-03T19:01:20Z,0
NC-2019-01,2019-04-04T13:00:48Z,0
NC-2019-01,2019-04-05T19:01:20Z,0
NC-2019-01,2019-04-06T13:00:48Z,0
NC-2019-01,2019-04-07T19:01:20Z,0
NC-2019-01,2019-04-08T13:00:48Z,0
NC-2019-01,2019-04-09T19:01:20Z,0
NC-2019-01,2019-04-13T19:01:20Z,0
NC-2019-01,2019-04-14T13:00:48Z,0
NC-2019-01,2019-04-16T18:59:12Z,0
NC-2019-01,2019-04-18T13:00:48Z,0
NC-2019-01,2019-04-20T18:59:12Z,0
NC-2019-01,2019-04-22T13:00:48Z,0
NC-2019-01,2019-04-24T18:59:12Z,0
NC-2019-01,2019-04-26T13:00:48Z,0
NC-2019-01,2019-04-28T18:59:12Z,0
NC-2019-01,2019-04-30T13:00:48Z,0
NC-2019-01,2019-05-02T18:59:12Z,0
NC-2019-01,2019-05-06T13:00:48Z,0
NC-2019-01,2019-05-11T02:01:36Z,0
NC-2019-01,2019-05-14T18:59:12Z,0
NC-2019-01,2019-05-18T13:00:48Z,0
NC-2019-01,2019-05-23T02:01:36Z,0
NC-2019-01,2019-05-26T18:59:12Z,0
NC-2019-01,2019-05-30T13:00:48Z,0
NC-2019-01,2019-06-04T02:01:36Z,0
NC-2019-01,2019-06-07T18:59:12Z,0
NC-2019-01,2019-06-11T13:00:48Z,0
NC-2019-01,2019-06-16T02:01:36Z,0
NC-2019-01,2019-06-19T18:59:12Z,0
NC-2019-01,2019-06-23T13:00:48Z,0
NC-2019-01,2019-06-28T02:01:36Z,0
NC-2019-01,2019-07-01T18:59:12Z,0
NC-2019-01,2019-07-05T13:00:48Z,0
NC-2019-01,2019-07-10T02:01:36Z,0
NC-2019-01,2019-07-13T18:59:12Z,0
NC-2019-01,2019-07-17T13:00:48Z,0
NC-2019-01,2019-07-22T02:01:36Z,0
NC-2019-01,2019-08-03T02:01:36Z,0
NC-2019-01,2019-08-06T18:59:12Z,0
NC-2019-01,2019-08-10T13:00:48Z,0
NC-2019-01,2019-08-15T02:01:36Z,0
NC-2019-01,2019-08-18T18:59:12Z,0
NC-2019-01,2019-08-22T13:00:48Z,0
NC-2019-01,2019-08-27T02:01:36Z,0
NC-2019-01,2019-08-30T18:59:12Z,0
NC-2019-01,2019-09-03T13:00:48Z,0
NC-2019-01,2019-09-08T02:01:36Z,0
NC-2019-01,2019-09-11T18:59:12Z,0
NC-2019-01,2019-09-15T13:00:48Z,0
NC-2019-04,2019-02-21T14:00:32Z,0
NC-2019-04,2019-02-21T19:58:56Z,0
NC-2019-04,2019-02-22T03:01:20Z,0
NC-2019-04,2019-02-22T20:01:04Z,0
NC-2019-04,2019-02-23T14:00:32Z,0
NC-2019-04,2019-02-25T02:59:12Z,0
NC-2019-04,2019-02-25T19:58:56Z,0
NC-2019-04,2019-02-26T14:02:40Z,0
NC-2019-04,2019-02-28T03:01:20Z,0
NC-2019-04,2019-02-28T20:01:04Z,0
NC-2019-04,2019-03-01T14:00:32Z,0
NC-2019-04,2019-03-02T20:01:04Z,0
NC-2019-04,2019-03-03T14:00:32Z,0
NC-2019-04,2019-03-04T20:01:04Z,0
NC-2019-04,2019-03-05T14:00:32Z,0
NC-2019-04,2019-03-06T20:01:04Z,0
NC-2019-04,2019-03-07T14:00:32Z,0
NC-2019-04,2019-03-08T20:01:04Z,0
NC-2019-04,2019-03-09T13:00:48Z,0
NC-2019-04,2019-03-10T19:01:20Z,0
NC-2019-04,2019-03-11T13:00:48Z,0
NC-2019-04,2019-03-12T19:01:20Z,0
NC-2019-04,2019-03-13T13:00:48Z,0
NC-2019-04,2019-03-14T19:01:20Z,0
NC-2019-04,2019-03-15T13:00:48Z,0
NC-2019-04,2019-03-16T19:01:20Z,0
NC-2019-04,2019-03-17T13:00:48Z,0
NC-2019-04,2019-03-18T19:01:20Z,0
NC-2019-04,2019-03-19T13:00:48Z,0
NC-2019-04,2019-03-20T19:01:20Z,0
NC-2019-04,2019-03-21T13:00:48Z,0
NC-2019-04,2019-03-22T19:01:20Z,0
NC-2019-04,2019-03-23T13:00:48Z,0
NC-2019-04,2019-03-24T19:01:20Z,0
NC-2019-04,2019-03-25T13:00:48Z,0
NC-2019-04,2019-03-26T19:01:20Z,0
NC-2019-04,2019-03-27T13:00:48Z,0
NC-2019-04,2019-03-28T19:01:20Z,0
NC-2019-04,2019-03-29T13:00:48Z,0
NC-2019-04,2019-03-30T19:01:20Z,0
