ID,time,mortality_signal
FL-2021-04,2021-03-26T16:00:00Z,0
FL-2021-04,2021-03-28T03:58:56Z,0
FL-2021-04,2021-03-29T16:02:08Z,0
FL-2021-04,2021-03-31T04:01:04Z,0
FL-2021-04,2021-04-01T16:00:00Z,0
FL-2021-04,2021-04-03T03:58:56Z,0
FL-2021-04,2021-04-04T16:02:08Z,0
FL-2021-04,2021-04-06T04:01:04Z,0
FL-2021-04,2021-04-07T16:00:00Z,0
FL-2021-04,2021-04-09T03:58:56Z,0
FL-2021-04,2021-04-10T16:02:08Z,0
FL-2021-04,2021-04-12T04:01:04Z,0
FL-2021-04,2021-04-13T16:00:00Z,0
FL-2021-04,2021-04-15T03:58:56Z,0
FL-2021-04,2021-04-16T16:02:08Z,0
FL-2021-04,2021-04-18T04:01:04Z,0
FL-2021-04,2021-04-19T16:00:00Z,0
FL-2021-04,2021-04-21T03:58:56Z,0
FL-2021-04,2021-04-22T16:02:08Z,0
FL-2021-04,2021-04-24T04:01:04Z,0
FL-2021-04,2021-04-25T16:00:00Z,0
FL-2021-04,2021-04-27T03:58:56Z,0
FL-2021-04,2021-04-28T16:02:08Z,0
FL-2021-04,2021-04-30T04:01:04Z,0
FL-2021-04,2021-05-01T16:00:00Z,0
FL-2021-04,2021-05-03T03:58:56Z,0
FL-2021-04,2021-05-04T16:02:08Z,0
FL-2021-04,2021-05-06T04:01:04Z,0
FL-2021-04,2021-05-07T16:00:00Z,0
FL-2021-04,2021-05-09T03:58:56Z,0
FL-2021-04,2021-05-10T16:02:08Z,0
FL-2021-04,2021-05-12T04:01:04Z,0
FL-2021-04,2021-05-13T16:00:00Z,0
FL-2021-04,2021-05-15T03:58:56Z,0
FL-2021-04,2021-05-16T16:02:08Z,0
FL-2021-04,2021-05-18T04:01:04Z,0
FL-2021-04,2021-05-19T16:00:00Z,0
FL-2021-04,2021-05-21T03:58:56Z,0
FL-2021-04,2021-05-22T16:02:08Z,0
FL-2021-04,2021-05-24T04:01:04Z,0
FL-2021-04,2021-05-25T16:00:00Z,0
FL-2021-04,2021-05-27T03:58:56Z,0
FL-2021-04,2021-05-28T16:02:08Z,0
FL-2021-04,2021-05-30T04:01:04Z,0
FL-2021-04,2021-05-31T16:00:00Z,0
FL-2021-04,2021-06-02T03:58:56Z,0
FL-2021-04,2021-06-05T04:01:04Z,0
FL-2021-04,2021-06-06T16:00:00Z,0
FL-2021-04,2021-06-08T03:58:56Z,0
FL-2021-04,2021-06-09T16:02:08Z,0
FL-2021-04,2021-06-11T04:01:04Z,0
FL-2021-04,2021-06-12T16:00:00Z,0
FL-2021-04,2021-06-14T03:58:56Z,0
FL-2021-04,2021-06-15T16:02:08Z,0
FL-2021-04,2021-06-25T15:57:52Z,0
FL-2021-04,2021-06-30T16:00:00Z,0
FL-2021-04,2021-07-15T16:02:08Z,0
FL-2021-04,2021-07-20T16:00:00Z,0
FL-2021-04,2021-07-25T15:57:52Z,0
FL-2021-04,2021-07-30T16:00:00Z,0
FL-2021-04,2021-08-04T15:57:52Z,0
FL-2021-04,2021-08-14T15:57:52Z,0
FL-2021-04,2021-08-19T16:00:00Z,0
FL-2021-04,2021-08-24T16:02:08Z,0
FL-2021-04,2021-08-29T16:00:00Z,0
FL-2022-06,2022-02-04T17:01:52Z,0
FL-2022-06,2022-02-13T16:59:44Z,0
FL-2022-06,2022-02-15T15:00:16Z,0
FL-2022-06,2022-02-17T18:59:12Z,0
FL-2022-06,2022-02-19T15:00:16Z,0
FL-2022-06,2022-02-21T18:59:12Z,0
FL-2022-06,2022-02-23T15:00:16Z,0
FL-2022-06,2022-02-25T18:59:12Z,0
FL-2022-06,2022-02-27T15:00:16Z,0
FL-2022-06,2022-03-01T18:59:12Z,0
FL-2022-06,2022-03-03T15:00:16Z,0
FL-2022-06,2022-03-05T18:59:12Z,0
FL-2022-06,2022-03-07T15:00:16Z,0
FL-2022-06,2022-03-09T18:59:12Z,0
FL-2022-06,2022-03-11T15:00:16Z,0
FL-2022-06,2022-03-13T18:59:12Z,0
FL-2022-06,2022-03-15T15:00:16Z,0
FL-2022-06,2022-03-17T18:59:12Z,0
FL-2022-06,2022-03-19T15:00:16Z,0
FL-2022-06,2022-03-21T18:59:12Z,0
FL-2022-06,2022-03-23T15:00:16Z,0
FL-2022-06,2022-03-25T18:59:12Z,0
FL-2022-06,2022-03-27T15:00:16Z,0
FL-2022-06,2022-03-29T18:59:12Z,0
FL-2022-06,2022-03-31T15:00:16Z,0
FL-2022-06,2022-04-02T18:59:12Z,0
FL-2022-06,2022-04-04T15:00:16Z,0
FL-2022-06,2022-04-06T18:59:12Z,0
FL-2022-06,2022-04-08T15:00:16Z,0
FL-2022-06,2022-04-10T18:59:12Z,0
FL-2022-06,2022-04-12T15:00:16Z,0
FL-2022-06,2022-04-14T18:59:12Z,0
FL-2022-06,2022-04-18T18:59:12Z,0
FL-2022-06,2022-04-20T15:00:16Z,0
FL-2022-06,2022-04-22T18:59:12Z,0
FL-2022-06,2022-04-24T15:00:16Z,0
FL-2022-06,2022-04-30T18:59:12Z,0
FL-2022-06,2022-05-02T15:00:16Z,0
FL-2022-06,2022-05-04T18:59:12Z,0
FL-2022-06,2022-05-06T15:00:16Z,0
FL-2022-06,2022-05-08T18:59:12Z,0
FL-2022-06,2022-05-10T15:00:16Z,0
FL-2022-06,2022-05-12T18:59:12Z,0
FL-2022-06,2022-05-14T15:00:16Z,0
FL-2022-06,2022-05-16T18:59:12Z,0
FL-2022-06,2022-05-18T15:00:16Z,0
FL-2022-06,2022-05-20T18:59:12Z,0
FL-2022-06,2022-05-27T16:02:08Z,0
FL-2022-06,2022-06-03T16:00:00Z,0
FL-2022-06,2022-06-10T16:02:08Z,0
FL-2022-06,2022-06-17T16:00:00Z,0
FL-2022-06,2022-06-24T16:02:08Z,0
FL-2022-06,2022-07-01T16:00:00Z,0
FL-2022-06,2022-07-08T16:02:08Z,0
FL-2022-06,2022-07-15T16:00:00Z,0
FL-2022-06,2022-07-22T16:02:08Z,0
FL-2022-08,2022-02-04T17:01:52Z,0
FL-2022-08,2022-02-13T16:59:44Z,0
FL-2022-08,2022-02-15T15:00:16Z,0
FL-2022-08,2022-02-17T18:59:12Z,0
FL-2022-08,2022-02-21T18:59:12Z,0
FL-2022-08,2022-02-23T15:00:16Z,0
FL-2022-08,2022-02-25T18:59:12Z,0
FL-2022-08,2022-02-27T15:00:16Z,0
FL-2022-08,2022-03-05T18:59:12Z,0
FL-2022-08,2022-03-07T15:00:16Z,0
FL-2022-08,2022-03-13T18:59:12Z,0
FL-2022-08,2022-03-15T15:00:16Z,0
FL-2022-08,2022-03-17T18:59:12Z,0
FL-2022-08,2022-03-19T15:00:16Z,0
FL-2022-08,2022-03-21T18:59:12Z,0
FL-2022-08,2022-03-25T18:59:12Z,0
FL-2022-08,2022-03-27T15:00:16Z,0
FL-2022-08,2022-03-29T18:59:12Z,0
FL-2022-08,2022-04-04T15:00:16Z,0
FL-2022-08,2022-04-08T15:00:16Z,0
FL-2022-08,2022-04-10T18:59:12Z,0
FL-2022-08,2022-04-16T15:00:16Z,0
FL-2022-08,2022-04-18T18:59:12Z,0
FL-2022-08,2022-05-02T15:00:16Z,0
FL-2022-08,2022-05-04T18:59:12Z,0
FL-2022-08,2022-05-10T15:00:16Z,0
FL-2022-08,2022-05-12T18:59:12Z,0
FL-2022-09,2022-02-04T17:01:52Z,0
FL-2022-09,2022-02-13T16:59:44Z,0
FL-2022-09,2022-02-15T15:00:16Z,0
FL-2022-09,2022-02-17T18:59:12Z,0
FL-2022-09,2022-02-19T15:00:16Z,0
FL-2022-09,2022-02-21T18:59:12Z,0
FL-2022-09,2022-02-23T15:00:16Z,0
FL-2022-09,2022-02-25T18:59:12Z,0
FL-2022-09,2022-02-27T15:00:16Z,0
FL-2022-09,2022-03-01T18:59:12Z,0
FL-2022-09,2022-03-03T15:00:16Z,0
FL-2022-09,2022-03-05T18:59:12Z,0
FL-2022-09,2022-03-07T15:00:16Z,0
FL-2022-09,2022-03-09T18:59:12Z,0
FL-2022-09,2022-03-11T15:00:16Z,0
FL-2022-09,2022-03-13T18:59:12Z,0
FL-2022-09,2022-03-15T15:00:16Z,0
FL-2022-09,2022-03-19T15:00:16Z,0
FL-2022-09,2022-03-21T18:59:12Z,0
FL-2022-09,2022-03-25T18:59:12Z,0
FL-2022-09,2022-04-06T18:59:12Z,0
FL-2022-09,2022-04-08T15:00:16Z,0
FL-2022-09,2022-04-10T18:59:12Z,0
FL-2022-09,2022-04-14T18:59:12Z,0
FL-2022-09,2022-04-22T18:59:12Z,0
FL-2022-09,2022-04-24T15:00:16Z,0
FL-2022-09,2022-04-26T18:59:12Z,0
FL-2022-09,2022-04-28T15:00:16Z,0
FL-2022-09,2022-04-30T18:59:12Z,0
FL-2022-09,2022-05-02T15:00:16Z,0
FL-2022-09,2022-05-04T18:59:12Z,0
FL-2022-09,2022-05-06T15:00:16Z,0
GA-2020-01,2020-01-28T14:02:40Z,0
GA-2020-01,2020-01-28T20:01:04Z,0
GA-2020-01,2020-01-29T02:59:12Z,0
GA-2020-01,2020-01-29T19:58:56Z,0
GA-2020-01,2020-01-30T14:02:40Z,0
GA-2020-01,2020-02-01T03:01:20Z,0
GA-2020-01,2020-02-01T20:01:04Z,0
GA-2020-01,2020-02-02T14:00:32Z,0
GA-2020-01,2020-02-04T02:59:12Z,0
GA-2020-01,2020-02-04T19:58:56Z,0
GA-2020-01,2020-02-05T14:02:40Z,0
GA-2020-01,2020-02-07T20:01:04Z,0
GA-2020-01,2020-02-08T14:00:32Z,0
GA-2020-01,2020-02-10T02:59:12Z,0
GA-2020-01,2020-02-10T19:58:56Z,0
GA-2020-01,2020-02-11T14:02:40Z,0
GA-2020-01,2020-02-13T03:01:20Z,0
GA-2020-01,2020-02-13T20:01:04Z,0
GA-2020-01,2020-02-14T14:00:32Z,0
GA-2020-01,2020-02-16T02:59:12Z,0
GA-2020-01,2020-02-16T19:58:56Z,0
GA-2020-01,2020-02-17T13:58:24Z,0
GA-2020-01,2020-02-19T03:01:20Z,0
GA-2020-01,2020-02-19T20:01:04Z,0
GA-2020-01,2020-02-20T14:00:32Z,0
GA-2020-01,2020-02-22T02:59:12Z,0
GA-2020-01,2020-02-22T19:58:56Z,0
GA-2020-01,2020-02-23T14:02:40Z,0
GA-2020-01,2020-02-25T03:01:20Z,0
GA-2020-01,2020-02-26T14:00:32Z,0
GA-2020-01,2020-02-28T02:59:12Z,0
GA-2020-01,2020-02-28T19:58:56Z,0
GA-2020-01,2020-03-01T14:00:32Z,0
GA-2020-01,2020-03-02T20:01:04Z,0
GA-2020-01,2020-03-03T14:00:32Z,0
GA-2020-01,2020-03-04T20:01:04Z,0
GA-2020-01,2020-03-05T14:00:32Z,0
GA-2020-01,2020-03-06T20:01:04Z,0
GA-2020-01,2020-03-07T14:00:32Z,0
GA-2020-01,2020-03-08T20:01:04Z,0
GA-2020-01,2020-03-09T13:00:48Z,0
GA-2020-01,2020-03-10T19:01:20Z,0
GA-2020-01,2020-03-11T13:00:48Z,0
GA-2020-01,2020-03-12T19:01:20Z,0
GA-2020-01,2020-03-13T13:00:48Z,0
GA-2020-01,2020-03-14T19:01:20Z,0
GA-2020-01,2020-03-15T13:00:48Z,0
GA-2020-01,2020-03-16T19:01:20Z,0
GA-2020-01,2020-03-17T13:00:48Z,0
GA-2020-01,2020-03-18T19:01:20Z,0
GA-2020-01,2020-03-19T13:00:48Z,0
GA-2020-01,2020-03-20T19:01:20Z,0
GA-2020-01,2020-03-21T13:00:48Z,0
GA-2020-01,2020-03-22T19:01:20Z,0
GA-2020-01,2020-03-23T13:00:48Z,0
GA-2020-01,2020-03-24T19:01:20Z,0
GA-2020-01,2020-03-25T13:00:48Z,0
GA-2020-01,2020-03-26T19:01:20Z,0
GA-2020-01,2020-03-27T13:00:48Z,0
GA-2020-01,2020-03-28T19:01:20Z,0
GA-2020-01,2020-03-29T13:00:48Z,0
GA-2020-01,2020-03-30T19:01:20Z,0
GA-2020-01,2020-03-31T13:00:48Z,0
GA-2020-01,2020-04-01T19:01:20Z,0
GA-2020-01,2020-04-02T13:00:48Z,0
GA-2020-01,2020-04-03T19:01:20Z,0
GA-2020-01,2020-04-04T13:00:48Z,0
GA-2020-01,2020-04-05T19:01:20Z,0
GA-2020-01,2020-04-06T13:00:48Z,0
GA-2020-01,2020-04-07T19:01:20Z,0
GA-2020-01,2020-04-08T13:00:48Z,0
GA-2020-01,2020-04-09T19:01:20Z,0
GA-2020-01,2020-04-10T13:00:48Z,0
GA-2020-01,2020-04-11T19:01:20Z,0
GA-2020-01,2020-04-12T13:00:48Z,0
GA-2020-01,2020-04-13T19:01:20Z,0
GA-2020-01,2020-04-14T13:00:48Z,0
GA-2020-01,2020-04-15T19:01:20Z,0
GA-2020-01,2020-04-16T13:00:48Z,0
GA-2020-01,2020-04-17T19:01:20Z,0
GA-2020-01,2020-04-18T13:00:48Z,0
GA-2020-01,2020-04-19T19:01:20Z,0
GA-2020-01,2020-04-20T13:00:48Z,0
GA-2020-01,2020-04-21T19:01:20Z,0
GA-2020-01,2020-04-22T13:00:48Z,0
GA-2020-01,2020-04-23T19:01:20Z,0
GA-2020-01,2020-04-24T13:00:48Z,0
GA-2020-01,2020-04-25T19:01:20Z,0
GA-2020-01,2020-04-26T13:00:48Z,0
GA-2020-01,2020-04-27T19:01:20Z,0
GA-2020-01,2020-04-28T13:00:48Z,0
GA-2020-01,2020-04-29T19:01:20Z,0
GA-2020-01,2020-04-30T13:00:48Z,0
GA-2020-01,2020-05-01T19:01:20Z,0
GA-2020-01,2020-05-02T13:00:48Z,0
GA-2020-01,2020-05-03T19:01:20Z,0
GA-2020-01,2020-05-04T13:00:48Z,0
GA-2020-01,2020-05-05T19:01:20Z,0
GA-2020-01,2020-05-06T13:00:48Z,0
GA-2020-01,2020-05-07T19:01:20Z,0
GA-2020-01,2020-05-08T13:00:48Z,0
GA-2020-01,2020-05-09T19:01:20Z,0
GA-2020-01,2020-05-10T13:00:48Z,0
GA-2020-01,2020-05-11T19:01:20Z,0
GA-2020-01,2020-05-12T13:00:48Z,0
GA-2020-01,2020-05-13T19:01:20Z,0
GA-2020-01,2020-05-14T13:00:48Z,0
GA-2020-01,2020-05-15T19:01:20Z,0
GA-2020-01,2020-05-17T12:58:40Z,0
GA-2020-01,2020-05-19T19:01:20Z,0
GA-2020-01,2020-05-21T12:58:40Z,0
GA-2020-01,2020-05-23T19:01:20Z,0
GA-2020-01,2020-05-25T12:58:40Z,0
GA-2020-01,2020-05-27T19:01:20Z,0
GA-2020-01,2020-05-29T12:58:40Z,0
GA-2020-01,2020-05-31T19:01:20Z,0
GA-2020-01,2020-06-02T12:58:40Z,0
GA-2020-01,2020-06-04T19:01:20Z,0
GA-2020-01,2020-06-06T12:58:40Z,0
GA-2020-01,2020-06-08T19:01:20Z,0
GA-2020-01,2020-06-10T12:58:40Z,0
GA-2020-01,2020-06-12T19:01:20Z,0
GA-2020-01,2020-06-14T12:58:40Z,0
GA-2020-01,2020-06-16T19:01:20Z,0
GA-2020-01,2020-06-18T12:58:40Z,0
GA-2020-01,2020-06-20T19:01:20Z,0
GA-2020-01,2020-06-28T19:01:20Z,0
GA-2020-01,2020-06-30T12:58:40Z,0
GA-2020-01,2020-07-02T19:01:20Z,0
GA-2020-01,2020-07-04T12:58:40Z,0
GA-2020-01,2020-07-06T19:01:20Z,0
GA-2020-01,2020-07-08T12:58:40Z,0
GA-2020-01,2020-07-10T19:01:20Z,0
GA-2020-01,2020-07-12T12:58:40Z,0
GA-2020-01,2020-07-14T19:01:20Z,0
GA-2020-01,2020-07-16T12:58:40Z,0
GA-2020-01,2020-07-18T19:01:20Z,0
GA-2020-01,2020-07-20T12:58:40Z,0
GA-2020-01,2020-07-22T19:01:20Z,0
GA-2020-01,2020-07-24T12:58:40Z,0
GA-2020-01,2020-07-26T19:01:20Z,0
GA-2020-02,2020-01-28T14:02:40Z,0
GA-2020-02,2020-01-28T20:01:04Z,0
GA-2020-02,2020-01-29T02:59:12Z,0
GA-2020-02,2020-01-29T19:58:56Z,0
GA-2020-02,2020-01-30T14:02:40Z,0
GA-2020-02,2020-02-01T03:01:20Z,0
GA-2020-02,2020-02-01T20:01:04Z,0
GA-2020-02,2020-02-02T14:00:32Z,0
GA-2020-02,2020-02-04T02:59:12Z,0
GA-2020-02,2020-02-07T20:01:04Z,0
GA-2020-02,2020-02-08T14:00:32Z,0
GA-2020-02,2020-02-10T02:59:12Z,0
GA-2020-02,2020-02-10T19:58:56Z,0
GA-2020-02,2020-02-11T13:58:24Z,0
GA-2020-02,2020-02-13T03:01:20Z,0
GA-2020-05,2020-01-29T14:00:32Z,0
GA-2020-05,2020-01-29T19:58:56Z,0
GA-2020-05,2020-01-30T03:01:20Z,0
GA-2020-05,2020-01-30T14:02:40Z,0
GA-2020-05,2020-02-01T03:01:20Z,0
GA-2020-05,2020-02-01T20:01:04Z,0
GA-2020-05,2020-02-02T14:00:32Z,0
GA-2020-05,2020-02-04T02:59:12Z,0
GA-2020-05,2020-02-04T19:58:56Z,0
GA-2020-05,2020-02-05T14:02:40Z,0
GA-2020-05,2020-02-07T03:01:20Z,0
GA-2020-05,2020-02-07T20:01:04Z,0
GA-2020-05,2020-02-08T14:00:32Z,0
GA-2020-05,2020-02-10T02:59:12Z,0
GA-2020-05,2020-02-10T19:58:56Z,0
GA-2020-05,2020-02-11T08:21:20Z,0
GA-2020-05,2020-02-11T14:02:40Z,0
GA-2020-05,2020-02-13T03:01:20Z,0
GA-2020-05,2020-02-13T20:01:04Z,0
GA-2020-05,2020-02-14T14:00:32Z,0
GA-2020-05,2020-02-16T02:59:12Z,0
GA-2020-05,2020-02-16T19:58:56Z,0
GA-2020-05,2020-02-17T13:58:24Z,0
GA-2020-05,2020-02-19T03:01:20Z,0
GA-2020-05,2020-02-19T20:01:04Z,0
GA-2020-05,2020-02-20T14:00:32Z,0
